sample,timestamp
15.486850697829531,73.91289783172542
13.486850697829531,76.91289783172542
14.452497875718848,79.91289783172542
7.486850697829539,83.91289783172542
14.51314930217046,92.42604713389588
14.51314930217046,93.42604713389588
0.0,97.55975798244764
14.51314930217046,98.42604713389588
8.808832833409227,99.42604713389588
8.513149302170461,101.42604713389588
0.0,133.91289783172542
0.0,151.16434395300973
0.0,159.26688782813744
0.0,174.92578765429496
23.850872507976877,176.91289783172542
5.884973496923408,183.91289783172545
0.0,187.2278442199066
0.0,198.28875642998528
0.0,198.91289783172545
0.0,200.91289783172545
0.0,211.3108114960944
12.51314930217046,218.42604713389588
0.0,227.68710313129785
11.486850697829569,259.91289783172545
8.486850697829567,261.91289783172545
0.0,262.91289783172545
0.0,267.4597287022475
0.0,268.91289783172545
10.778266149418869,282.42604713389585
0.0,303.5361445016587
0.0,311.44641038076685
0.0,335.5078788881994
0.0,336.92578765429494
0.0,364.4260471338959
10.527464785478289,367.4260471338959
0.0,367.4260471338959
0.0,368.4260471338959
0.0,376.45305412152686
0.0,376.9128978317255
0.0,380.9128978317255
0.0,381.9128978317255
14.894450026509446,392.9128978317255
0.0,407.8897279747458
0.0,415.90484649588194
0.0,434.4260471338959
11.897110215598673,435.4260471338959
0.0,451.20443906809487
15.848264961220424,472.9128978317255
0.0,472.9257876542949
0.0,477.9257876542949
0.0,484.5766665036516
0.0,496.6498376707136
0.0,512.4260471338958
0.0,513.4260471338958
0.0,524.7977326928506
0.0,529.2768366964748
0.0,533.749665926447
10.007886067803495,549.9128978317254
0.0,560.4260471338958
0.0,562.4260471338958
0.0,564.4260471338958
10.997371941761571,565.4260471338958
0.0,565.4260471338958
0.0,588.9257876542949
0.0,589.5178395844657
17.486850697829595,618.9128978317254
22.486850697829595,625.9128978317254
23.486850697829595,628.9128978317254
10.513149302170405,632.4260471338958
15.929356592188585,634.9128978317254
12.513149302170405,635.4260471338958
10.513149302170405,636.4260471338958
7.606682659374769,636.9128978317254
0.0,648.1885580746505
0.0,653.2483687500593
0.0,663.0703245760429
0.0,669.9257876542949
0.0,671.6380861129336
0.0,689.4260471338958
12.513149302170405,696.4260471338958
13.486850697829595,703.9128978317254
0.0,708.8557254535326
0.0,721.7026141310009
0.0,730.6469442521386
0.0,732.1587660914643
0.0,752.9128978317254
11.486850697829595,764.9128978317254
10.386566519819894,765.4260471338958
13.486850697829595,768.9128978317254
15.486850697829595,771.9128978317254
0.0,777.9257876542949
0.0,792.9257876542949
0.0,808.9128978317254
0.0,811.891315202338
0.0,812.6642761090728
0.0,816.6253020718176
10.03280979319254,836.9128978317254
0.0,836.9257876542949
9.049935944896449,838.9128978317254
0.0,851.2324146687567
0.0,853.9128978317254
0.0,856.567906388522
12.513149302170405,870.4260471338958
12.513149302170405,872.4260471338958
11.513149302170405,873.4260471338958
11.513149302170405,874.4260471338958
0.0,879.2617542061611
12.121862714516965,901.9128978317254
0.0,914.4260471338958
0.0,921.6662677967164
0.0,924.6155242110136
0.0,925.990327191514
0.0,931.3399362889636
0.0,932.9128978317254
0.0,935.6069798921312
0.0,951.9257876542948
0.0,970.4183080950368
0.0,980.4260471338958
0.0,988.1045798947242
14.531257066847049,1018.9128978317254
10.706012670403538,1019.4260471338958
10.973609753669962,1019.9128978317254
6.139051487417419,1021.9128978317254
0.0,1027.912897831725
0.0,1043.2519427790162
0.0,1055.925787654295
0.0,1064.1467813332272
0.0,1087.042201759583
10.486850697829595,1091.912897831725
11.486850697829595,1093.912897831725
10.486850697829595,1094.912897831725
0.0,1102.078374997461
0.0,1109.3269102697202
0.0,1112.9895410370343
0.0,1144.912897831725
0.0,1156.5202124568282
13.513149302170405,1159.4260471338955
3.0075173940310838,1161.4260471338955
0.0,1188.0558431280103
0.0,1203.925787654295
0.0,1217.9146169300634
0.0,1239.404539543204
0.0,1241.4260471338955
23.486850697829595,1266.912897831725
3.026999826231304,1269.912897831725
0.0,1279.5680820995562
0.0,1280.8560697342707
0.0,1290.6930480322756
17.513149302170405,1292.4260471338955
0.0,1347.4260471338955
0.0,1353.9834554911286
0.0,1357.39157190328
0.0,1358.9801828125044
0.0,1372.925787654295
0.0,1398.912897831725
0.0,1402.912897831725
10.133486474961956,1419.912897831725
0.0,1427.4260471338955
0.0,1433.4260471338955
0.0,1443.912706857366
10.048164566425612,1454.4260471338955
8.73379335978666,1460.4260471338955
0.0,1490.912897831725
0.0,1493.912897831725
0.0,1497.912897831725
0.0,1505.912897831725
0.0,1508.912897831725
11.513149302170405,1524.4260471338955
10.204194767498166,1526.912897831725
0.0,1532.5045108979125
0.0,1546.925787654295
0.0,1547.925787654295
0.0,1549.925787654295
0.0,1551.4769421127112
12.513149302170405,1585.4260471338955
0.0,1588.431171628829
17.513149302170405,1592.4260471338955
8.849256828649459,1595.4260471338955
11.486850697829595,1610.912897831725
12.549087358383986,1619.4260471338955
0.0,1622.4260471338955
0.0,1624.4260471338955
0.0,1639.5543462513688
0.0,1655.416245243137
0.0,1655.4866057879497
10.83531358863911,1668.912897831725
0.5203200692487826,1669.912897831725
0.0,1703.4260471338955
0.0,1721.0850986463852
0.0,1723.655567433972
10.459863260676457,1736.912897831725
10.09272146183048,1739.912897831725
6.394761839261946,1740.912897831725
0.0,1743.1525195843024
0.0,1754.4260471338955
15.114739741009998,1769.4260471338955
0.0,1772.925787654295
0.0,1780.2302805043428
0.0,1823.267313144221
0.0,1825.6466437598503
10.537855992220102,1836.912897831725
0.0,1851.426047133896
0.0,1854.2040600643493
0.0,1859.9386063875295
0.0,1870.2234455254504
0.0,1899.021132912276
10.486850697829595,1921.912897831725
10.486850697829595,1922.912897831725
5.4868506978295954,1924.912897831725
0.0,1924.912897831725
5.4868506978295954,1926.912897831725
0.0,1926.912897831725
0.0,1936.2480917401092
0.0,1940.052601336272
0.0,1941.925787654295
10.835268259705344,1950.912897831725
8.665930958153467,1951.912897831725
8.681679303645979,1952.912897831725
0.0,1963.426047133896
0.0,1971.6133346663005
13.550906057228076,1992.426047133896
9.143777280913127,1999.426047133896
7.909585419105724,2001.426047133896
0.0,2011.466623402425
0.0,2025.7498186209295
0.0,2073.9128978317253
10.78066013011312,2082.9128978317253
0.0,2093.584973169575
0.0,2115.5239558595126
0.0,2122.663264553418
0.0,2126.008217622289
0.0,2145.426047133896
0.0,2147.9128978317253
0.0,2151.426047133896
0.0,2153.9128978317253
10.486850697829595,2163.9128978317253
0.0,2164.456589705595
10.486850697829595,2167.9128978317253
7.325897097327925,2169.9128978317253
4.375514762917192,2170.9128978317253
10.537413364664644,2184.426047133896
5.337546135480807,2185.426047133896
0.0,2190.705790206283
0.0,2203.426047133896
11.500259479600572,2214.426047133896
9.500259479600572,2215.426047133896
0.0,2223.780438922784
0.0,2228.9128978317253
0.0,2262.2779755296056
0.0,2264.101644822524
0.0,2271.615441666708
0.0,2278.0782700951668
0.0,2278.079160599766
17.486850697829595,2304.9128978317253
17.486850697829595,2305.9128978317253
14.173034622103389,2308.9128978317253
0.0,2313.4938155261893
0.0,2313.9128978317253
0.0,2314.9128978317253
10.942535601584495,2329.426047133896
